Season,Birth_place,,,,,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2013,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,District of Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Foreign Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,FYR Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
